reporting_month,purchase_order_id,purchase_order_line_id,shipment_id,supplier_id,supplier_name,supplier_tier,category,subcategory,country,region,currency,sku,order_date,requested_delivery_date,promised_delivery_date,actual_delivery_date,order_status,line_status,ordered_quantity,received_quantity,rejected_quantity,returned_quantity,unit_of_measure,contract_unit_price,invoiced_unit_price,invoiced_quantity,invoice_number,invoice_date,invoice_due_date,payment_date,invoice_status,inspection_date,defect_code,issue_opened_at,first_supplier_response_at,issue_resolved_at,expedite_requested_flag,expedite_reason,contract_required_delivery_days,contract_min_order_quantity,required_compliance_documents,valid_compliance_documents,supplier_audit_date,supplier_audit_expiry_date,sustainability_certificate_status,payment_terms_days,account_manager,primary_contact_channel
2024-10,PO-2024-004546,PO-2024-004546-L03,SHP-202410-004546,SUP-053,Ironvale Manufacturing,Standard,Safety Equipment,Eye Protection,Australia,Oceania,AUD,SKU-SFT-659,2024-10-27,2024-12-01,2024-11-24,2024-11-25,Delivered,Fully Received,16,16,0,0,EA,25.40,25.40,16,INV-202410-004546,2024-11-27,2024-12-27,,Overdue,2024-11-27,PROCESS_DEVIATION,2024-11-27T15:00:00Z,2024-11-29T04:00:00Z,2024-11-30T06:00:00Z,N,,22,47,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-09-26,2025-03-29,Expired,30,Morgan Ellis,Portal
2024-11,PO-2024-004547,PO-2024-004547-L01,SHP-202411-004547,SUP-010,Blueforge Systems,Strategic,MRO Supplies,Hand Tools,Czech Republic,Central Europe,CZK,SKU-MRO-435,2024-11-11,2024-12-29,2024-12-13,2024-12-11,Delivered,Fully Received,31,31,0,0,SET,423.04,423.04,31,INV-202411-004547,2024-12-14,2025-02-12,2025-02-28,Paid,2024-12-12,,,,,N,,32,22,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-21,2026-06-20,Certified,60,Parker Lee,EDI
2024-11,PO-2024-004547,PO-2024-004547-L02,SHP-202411-004547,SUP-010,Blueforge Systems,Strategic,Packaging,Protective Foam,Czech Republic,Central Europe,CZK,SKU-PKG-448,2024-11-11,2024-12-29,2024-12-13,2024-12-11,Delivered,Fully Received,116,116,0,0,M,59.51,59.51,116,INV-202411-004547,2024-12-14,2025-02-12,2025-02-28,Paid,2024-12-13,,,,,N,,32,22,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-21,2026-06-20,Certified,60,Parker Lee,EDI
2024-11,PO-2024-004547,PO-2024-004547-L03,SHP-202411-004547,SUP-010,Blueforge Systems,Strategic,Industrial Chemicals,Lubricants,Czech Republic,Central Europe,CZK,SKU-CHM-461,2024-11-11,2024-12-29,2024-12-13,2024-12-11,Delivered,Fully Received,130,130,0,0,L,804.80,804.80,130,INV-202411-004547,2024-12-14,2025-02-12,2025-02-28,Paid,2024-12-14,,,,,N,,32,22,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-21,2026-06-20,Certified,60,Parker Lee,EDI
2024-11,PO-2024-004547,PO-2024-004547-L04,SHP-202411-004547,SUP-010,Blueforge Systems,Strategic,MRO Supplies,Hand Tools,Czech Republic,Central Europe,CZK,SKU-MRO-474,2024-11-11,2024-12-29,2024-12-13,2024-12-11,Delivered,Fully Received,48,48,0,0,SET,363.79,363.79,48,INV-202411-004547,2024-12-14,2025-02-12,2025-02-28,Paid,2024-12-12,,,,,N,,32,22,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-21,2026-06-20,Certified,60,Parker Lee,EDI
2024-12,PO-2024-004548,PO-2024-004548-L01,SHP-202412-004548,SUP-039,Greenward Materials,Standard,Industrial Chemicals,Lubricants,Mexico,Latin America,MXN,SKU-CHM-597,2024-12-13,2025-01-16,2025-01-12,2025-01-25,Partially Delivered,Partially Received,14,9,0,0,L,585.86,656.16,10,INV-202412-004548,2025-01-29,2025-02-28,,Overdue,2025-01-27,,,,,N,,27,41,ISO9001|COC|ISO14001,ISO9001|COC,2023-01-03,2024-07-06,Expired,30,Drew Patel,Account Portal
2024-12,PO-2024-004548,PO-2024-004548-L02,SHP-202412-004548,SUP-039,Greenward Materials,Standard,Packaging,Protective Foam,Mexico,Latin America,MXN,SKU-PKG-610,2024-12-13,2025-01-16,2025-01-12,2025-01-25,Partially Delivered,Partially Received,71,31,0,0,M,54.10,54.10,31,INV-202412-004548,2025-01-29,2025-02-28,,Overdue,2025-01-28,,,,,N,,27,41,ISO9001|COC|ISO14001,ISO9001|COC,2023-01-03,2024-07-06,Expired,30,Drew Patel,Account Portal
2024-12,PO-2024-004548,PO-2024-004548-L03,SHP-202412-004548,SUP-039,Greenward Materials,Standard,Packaging,Protective Foam,Mexico,Latin America,MXN,SKU-PKG-623,2024-12-13,2025-01-16,2025-01-12,2025-01-25,Partially Delivered,Partially Received,103,76,0,0,M,51.41,51.41,76,INV-202412-004548,2025-01-29,2025-02-28,,Overdue,2025-01-26,,,,,N,,27,41,ISO9001|COC|ISO14001,ISO9001|COC,2023-01-03,2024-07-06,Expired,30,Drew Patel,Account Portal
2024-12,PO-2024-004548,PO-2024-004548-L04,SHP-202412-004548,SUP-039,Greenward Materials,Standard,Packaging,Protective Foam,Mexico,Latin America,MXN,SKU-PKG-636,2024-12-13,2025-01-16,2025-01-12,2025-01-25,Partially Delivered,Partially Received,310,93,8,0,M,55.25,55.25,93,INV-202412-004548,2025-01-29,2025-02-28,,Overdue,2025-01-27,SPEC_MISMATCH,2025-01-27T11:00:00Z,2025-01-27T19:00:00Z,2025-01-31T04:00:00Z,N,,27,41,ISO9001|COC|ISO14001,ISO9001|COC,2023-01-03,2024-07-06,Expired,30,Drew Patel,Account Portal
2024-12,PO-2024-004548,PO-2024-004548-L05,SHP-202412-004548,SUP-039,Greenward Materials,Standard,Packaging,Protective Foam,Mexico,Latin America,MXN,SKU-PKG-649,2024-12-13,2025-01-16,2025-01-12,2025-01-25,Partially Delivered,Partially Received,244,152,0,0,M,59.48,59.48,152,INV-202412-004548,2025-01-29,2025-02-28,,Overdue,2025-01-28,,,,,N,,27,41,ISO9001|COC|ISO14001,ISO9001|COC,2023-01-03,2024-07-06,Expired,30,Drew Patel,Account Portal
2025-01,PO-2025-004549,PO-2025-004549-L01,SHP-202501-004549,SUP-068,Lumina Industries,Watchlist,Electrical,Cables,Singapore,Southeast Asia,SGD,SKU-ELE-759,2025-01-10,2025-02-11,2025-02-07,2025-02-08,Delivered,Fully Received,45,45,0,0,M,17.10,17.10,45,INV-202501-004549,2025-02-13,2025-03-30,2025-04-05,Paid,2025-02-11,,,,,N,,22,14,ISO9001|COC|REACH,,2023-07-13,2024-05-08,Not Certified,45,Avery Singh,Portal
2025-01,PO-2025-004549,PO-2025-004549-L02,SHP-202501-004549,SUP-068,Lumina Industries,Watchlist,Electrical,Connectors,Singapore,Southeast Asia,SGD,SKU-ELE-772,2025-01-10,2025-02-11,2025-02-07,2025-02-08,Delivered,Fully Received,67,67,0,0,EA,17.54,17.54,67,INV-202501-004549,2025-02-13,2025-03-30,2025-04-05,Paid,2025-02-09,,,,,N,,22,14,ISO9001|COC|REACH,,2023-07-13,2024-05-08,Not Certified,45,Avery Singh,Portal
2025-01,PO-2025-004549,PO-2025-004549-L03,SHP-202501-004549,SUP-068,Lumina Industries,Watchlist,Electrical,Connectors,Singapore,Southeast Asia,SGD,SKU-ELE-785,2025-01-10,2025-02-11,2025-02-07,2025-02-08,Delivered,Fully Received,44,44,0,0,EA,16.46,16.46,44,INV-202501-004549,2025-02-13,2025-03-30,2025-04-05,Paid,2025-02-10,,,,,N,,22,14,ISO9001|COC|REACH,,2023-07-13,2024-05-08,Not Certified,45,Avery Singh,Portal
2025-01,PO-2025-004549,PO-2025-004549-L04,SHP-202501-004549,SUP-068,Lumina Industries,Watchlist,Electrical,Cables,Singapore,Southeast Asia,SGD,SKU-ELE-798,2025-01-10,2025-02-11,2025-02-07,2025-02-08,Delivered,Fully Received,21,21,0,0,M,19.64,19.64,21,INV-202501-004549,2025-02-13,2025-03-30,2025-04-05,Paid,2025-02-11,,,,,N,,22,14,ISO9001|COC|REACH,,2023-07-13,2024-05-08,Not Certified,45,Avery Singh,Portal
2025-02,PO-2025-004550,PO-2025-004550-L01,SHP-202502-004550,SUP-025,Evercrest Components,Preferred,Safety Equipment,Gloves,Netherlands,Western Europe,EUR,SKU-SFT-561,2025-02-15,2025-04-01,2025-03-19,,Open,Open,29,0,0,0,PAIR,14.59,,,,,,,,,,,,,N,,32,35,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-04-07,2025-08-04,Pending Renewal,30,Alex Morgan,EDI
2025-02,PO-2025-004550,PO-2025-004550-L02,SHP-202502-004550,SUP-025,Evercrest Components,Preferred,Electronics,Control Modules,Netherlands,Western Europe,EUR,SKU-ELC-574,2025-02-15,2025-04-01,2025-03-19,,Open,Open,48,0,0,0,EA,16.66,,,,,,,,,,,,,N,,32,35,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-04-07,2025-08-04,Pending Renewal,30,Alex Morgan,EDI
2025-02,PO-2025-004550,PO-2025-004550-L03,SHP-202502-004550,SUP-025,Evercrest Components,Preferred,Office Consumables,Stationery,Netherlands,Western Europe,EUR,SKU-OFF-587,2025-02-15,2025-04-01,2025-03-19,,Open,Open,90,0,0,0,PACK,5.44,,,,,,,,,,,,,N,,32,35,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-04-07,2025-08-04,Pending Renewal,30,Alex Morgan,EDI
2025-02,PO-2025-004550,PO-2025-004550-L04,SHP-202502-004550,SUP-025,Evercrest Components,Preferred,Electronics,Control Modules,Netherlands,Western Europe,EUR,SKU-ELC-600,2025-02-15,2025-04-01,2025-03-19,,Open,Open,251,0,0,0,EA,17.30,,,,,,,,,,,,,N,,32,35,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-04-07,2025-08-04,Pending Renewal,30,Alex Morgan,EDI
2025-03,PO-2025-004551,PO-2025-004551-L01,SHP-202503-004551,SUP-054,Ironvale Works,Standard,Safety Equipment,Gloves,Italy,Southern Europe,EUR,SKU-SFT-723,2025-03-27,2025-05-09,2025-04-26,2025-04-26,Delivered,Fully Received,51,51,0,0,PAIR,12.17,12.17,51,INV-202503-004551,2025-04-28,2025-06-12,2025-06-13,Paid,2025-04-28,,,,,N,,27,8,COC|REACH|SA8000,COC|REACH,2023-10-15,2025-04-17,Expired,45,Riley Chen,Account Portal
2025-03,PO-2025-004551,PO-2025-004551-L02,SHP-202503-004551,SUP-054,Ironvale Works,Standard,Industrial Chemicals,Lubricants,Italy,Southern Europe,EUR,SKU-CHM-736,2025-03-27,2025-05-09,2025-04-26,2025-04-26,Delivered,Fully Received,51,51,0,0,L,25.40,25.40,51,INV-202503-004551,2025-04-28,2025-06-12,2025-06-13,Paid,2025-04-29,,,,,N,,27,8,COC|REACH|SA8000,COC|REACH,2023-10-15,2025-04-17,Expired,45,Riley Chen,Account Portal
2025-03,PO-2025-004551,PO-2025-004551-L03,SHP-202503-004551,SUP-054,Ironvale Works,Standard,Safety Equipment,Eye Protection,Italy,Southern Europe,EUR,SKU-SFT-749,2025-03-27,2025-05-09,2025-04-26,2025-04-26,Delivered,Fully Received,7,7,1,0,EA,11.34,11.34,7,INV-202503-004551,2025-04-28,2025-06-12,2025-06-13,Paid,2025-04-27,PROCESS_DEVIATION,2025-04-27T13:00:00Z,2025-04-28T04:00:00Z,,N,,27,8,COC|REACH|SA8000,COC|REACH,2023-10-15,2025-04-17,Expired,45,Riley Chen,Account Portal
2025-03,PO-2025-004551,PO-2025-004551-L04,SHP-202503-004551,SUP-054,Ironvale Works,Standard,Industrial Chemicals,Cleaners,Italy,Southern Europe,EUR,SKU-CHM-762,2025-03-27,2025-05-09,2025-04-26,2025-04-26,Delivered,Fully Received,44,44,0,0,L,30.86,30.86,44,INV-202503-004551,2025-04-28,2025-06-12,2025-06-13,Paid,2025-04-28,,,,,N,,27,8,COC|REACH|SA8000,COC|REACH,2023-10-15,2025-04-17,Expired,45,Riley Chen,Account Portal
2025-04,PO-2025-004552,PO-2025-004552-L01,SHP-202504-004552,SUP-011,Blueforge Manufacturing,Strategic,Logistics Materials,Labels,India,South Asia,INR,SKU-LOG-525,2025-04-13,2025-05-02,2025-05-01,2025-04-27,Delivered,Fully Received,99,99,0,23,BOX,499.21,499.21,99,INV-202504-004552,2025-04-30,2025-05-30,2025-06-07,Paid,2025-04-30,DAMAGED,2025-04-30T12:00:00Z,2025-04-30T18:00:00Z,,N,,12,29,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-07-10,2026-07-09,Certified,30,Reese Martin,Email
2025-04,PO-2025-004552,PO-2025-004552-L02,SHP-202504-004552,SUP-011,Blueforge Manufacturing,Strategic,Packaging,Protective Foam,India,South Asia,INR,SKU-PKG-538,2025-04-13,2025-05-02,2025-05-01,2025-04-27,Delivered,Fully Received,13,13,0,0,M,266.52,266.52,13,INV-202504-004552,2025-04-30,2025-05-30,2025-06-07,Paid,2025-04-28,,,,,N,,12,29,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-07-10,2026-07-09,Certified,30,Reese Martin,Email
2025-04,PO-2025-004552,PO-2025-004552-L03,SHP-202504-004552,SUP-011,Blueforge Manufacturing,Strategic,Logistics Materials,Labels,India,South Asia,INR,SKU-LOG-551,2025-04-13,2025-05-02,2025-05-01,2025-04-27,Delivered,Fully Received,105,105,0,0,BOX,604.97,604.97,105,INV-202504-004552,2025-04-30,2025-05-30,2025-06-07,Paid,2025-04-29,,,,,N,,12,29,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-07-10,2026-07-09,Certified,30,Reese Martin,Email
2025-04,PO-2025-004552,PO-2025-004552-L04,SHP-202504-004552,SUP-011,Blueforge Manufacturing,Strategic,Logistics Materials,Pallets,India,South Asia,INR,SKU-LOG-564,2025-04-13,2025-05-02,2025-05-01,2025-04-27,Delivered,Fully Received,13,13,0,0,EA,495.74,495.74,13,INV-202504-004552,2025-04-30,2025-05-30,2025-06-07,Paid,2025-04-30,,,,,N,,12,29,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-07-10,2026-07-09,Certified,30,Reese Martin,Email
2025-05,PO-2025-004553,PO-2025-004553-L01,SHP-202505-004553,SUP-040,Greenward Systems,Standard,Hydraulics,Valves,Brazil,Latin America,BRL,SKU-HYD-687,2025-05-13,2025-06-24,2025-06-14,2025-06-13,Delivered,Fully Received,333,333,0,0,EA,276.53,276.53,333,INV-202505-004553,2025-06-17,2025-08-01,2025-07-25,Paid,2025-06-14,SPEC_MISMATCH,2025-06-14T13:00:00Z,2025-06-16T08:00:00Z,2025-06-19T08:00:00Z,N,,32,48,COC|ROHS|REACH,COC,2023-01-22,2024-07-25,Pending Renewal,45,Jordan Kim,EDI
2025-05,PO-2025-004553,PO-2025-004553-L02,SHP-202505-004553,SUP-040,Greenward Systems,Standard,Electrical,Cables,Brazil,Latin America,BRL,SKU-ELE-700,2025-05-13,2025-06-24,2025-06-14,2025-06-13,Delivered,Fully Received,112,112,0,0,M,69.91,69.91,112,INV-202505-004553,2025-06-17,2025-08-01,2025-07-25,Paid,2025-06-15,,,,,N,,32,48,COC|ROHS|REACH,COC,2023-01-22,2024-07-25,Pending Renewal,45,Jordan Kim,EDI
2025-06,PO-2025-004554,PO-2025-004554-L01,SHP-202506-004554,SUP-069,Lumina Materials,Watchlist,Bearings,Roller Bearings,Japan,East Asia,JPY,SKU-BRG-849,2025-06-21,2025-07-31,2025-07-21,2025-07-18,Delivered,Fully Received,37,37,0,0,EA,3406.27,3406.27,37,INV-202506-004554,2025-07-23,2025-09-21,,Overdue,2025-07-20,,,,,N,,27,21,ISO9001|COC|ISO14001,ISO9001,2023-08-01,2024-05-27,Not Certified,60,Quinn Foster,Account Portal
2025-06,PO-2025-004554,PO-2025-004554-L02,SHP-202506-004554,SUP-069,Lumina Materials,Watchlist,Bearings,Roller Bearings,Japan,East Asia,JPY,SKU-BRG-862,2025-06-21,2025-07-31,2025-07-21,2025-07-18,Delivered,Fully Received,118,118,9,0,EA,2894.26,2894.26,118,INV-202506-004554,2025-07-23,2025-09-21,,Overdue,2025-07-21,PACKAGING_FAILURE,2025-07-21T15:00:00Z,2025-07-22T11:00:00Z,2025-07-24T00:00:00Z,N,,27,21,ISO9001|COC|ISO14001,ISO9001,2023-08-01,2024-05-27,Not Certified,60,Quinn Foster,Account Portal
2025-06,PO-2025-004554,PO-2025-004554-L03,SHP-202506-004554,SUP-069,Lumina Materials,Watchlist,Bearings,Ball Bearings,Japan,East Asia,JPY,SKU-BRG-875,2025-06-21,2025-07-31,2025-07-21,2025-07-18,Delivered,Fully Received,86,86,0,0,EA,3548.13,3548.13,86,INV-202506-004554,2025-07-23,2025-09-21,,Overdue,2025-07-19,,,,,N,,27,21,ISO9001|COC|ISO14001,ISO9001,2023-08-01,2024-05-27,Not Certified,60,Quinn Foster,Account Portal
2025-07,PO-2025-004555,PO-2025-004555-L01,SHP-202507-004555,SUP-026,Evercrest Industries,Preferred,Fasteners,Nuts,Sweden,Northern Europe,SEK,SKU-FST-651,2025-07-30,2025-08-27,2025-08-17,2025-08-18,Delivered,Fully Received,238,238,0,0,EA,57.72,57.72,238,INV-202507-004555,2025-08-19,2025-10-03,2025-09-24,Paid,2025-08-21,,,,,N,,12,42,ISO9001|COC|REACH,ISO9001|COC,2023-04-26,2025-08-23,Certified,45,Casey Rivera,Email
2025-07,PO-2025-004555,PO-2025-004555-L02,SHP-202507-004555,SUP-026,Evercrest Industries,Preferred,Electronics,Control Modules,Sweden,Northern Europe,SEK,SKU-ELC-664,2025-07-30,2025-08-27,2025-08-17,2025-08-18,Delivered,Fully Received,36,36,0,0,EA,191.12,191.12,36,INV-202507-004555,2025-08-19,2025-10-03,2025-09-24,Paid,2025-08-19,,,,,N,,12,42,ISO9001|COC|REACH,ISO9001|COC,2023-04-26,2025-08-23,Certified,45,Casey Rivera,Email
2025-07,PO-2025-004555,PO-2025-004555-L03,SHP-202507-004555,SUP-026,Evercrest Industries,Preferred,Fasteners,Nuts,Sweden,Northern Europe,SEK,SKU-FST-677,2025-07-30,2025-08-27,2025-08-17,2025-08-18,Delivered,Fully Received,38,38,0,0,EA,42.99,42.99,38,INV-202507-004555,2025-08-19,2025-10-03,2025-09-24,Paid,2025-08-20,,,,,N,,12,42,ISO9001|COC|REACH,ISO9001|COC,2023-04-26,2025-08-23,Certified,45,Casey Rivera,Email
2025-07,PO-2025-004555,PO-2025-004555-L04,SHP-202507-004555,SUP-026,Evercrest Industries,Preferred,Fasteners,Bolts,Sweden,Northern Europe,SEK,SKU-FST-690,2025-07-30,2025-08-27,2025-08-17,2025-08-18,Delivered,Fully Received,158,158,0,0,EA,58.74,58.74,158,INV-202507-004555,2025-08-19,2025-10-03,2025-09-24,Paid,2025-08-21,,,,,N,,12,42,ISO9001|COC|REACH,ISO9001|COC,2023-04-26,2025-08-23,Certified,45,Casey Rivera,Email
2025-08,PO-2025-004556,PO-2025-004556-L01,SHP-202508-004556,SUP-055,Juniper Components,Watchlist,Machined Parts,Brackets,United States,North America,USD,SKU-MCH-813,2025-08-27,2025-10-05,2025-09-28,2025-11-21,Partially Delivered,Partially Received,56,30,0,0,EA,41.30,41.30,30,INV-202508-004556,2025-11-23,2026-01-22,2026-02-05,Paid,2025-11-22,,,,,N,,32,15,ISO9001|COC|ROHS,ISO9001,2023-11-03,2024-08-29,Expired,60,Taylor Brooks,EDI
2025-08,PO-2025-004556,PO-2025-004556-L02,SHP-202508-004556,SUP-055,Juniper Components,Watchlist,Fasteners,Nuts,United States,North America,USD,SKU-FST-826,2025-08-27,2025-10-05,2025-09-28,2025-11-21,Partially Delivered,Partially Received,5,2,0,0,EA,4.09,4.09,2,INV-202508-004556,2025-11-23,2026-01-22,2026-02-05,Paid,2025-11-23,,,,,N,,32,15,ISO9001|COC|ROHS,ISO9001,2023-11-03,2024-08-29,Expired,60,Taylor Brooks,EDI
2025-08,PO-2025-004556,PO-2025-004556-L03,SHP-202508-004556,SUP-055,Juniper Components,Watchlist,Machined Parts,Shafts,United States,North America,USD,SKU-MCH-839,2025-08-27,2025-10-05,2025-09-28,2025-11-21,Partially Delivered,Partially Received,8,7,0,0,EA,34.06,34.06,7,INV-202508-004556,2025-11-23,2026-01-22,2026-02-05,Paid,2025-11-24,,,,,N,,32,15,ISO9001|COC|ROHS,ISO9001,2023-11-03,2024-08-29,Expired,60,Taylor Brooks,EDI
2025-08,PO-2025-004556,PO-2025-004556-L04,SHP-202508-004556,SUP-055,Juniper Components,Watchlist,Machined Parts,Brackets,United States,North America,USD,SKU-MCH-852,2025-08-27,2025-10-05,2025-09-28,2025-11-21,Partially Delivered,Partially Received,102,81,0,0,EA,37.40,37.40,81,INV-202508-004556,2025-11-23,2026-01-22,2026-02-05,Paid,2025-11-22,,,,,N,,32,15,ISO9001|COC|ROHS,ISO9001,2023-11-03,2024-08-29,Expired,60,Taylor Brooks,EDI
2025-08,PO-2025-004556,PO-2025-004556-L05,SHP-202508-004556,SUP-055,Juniper Components,Watchlist,Machined Parts,Shafts,United States,North America,USD,SKU-MCH-865,2025-08-27,2025-10-05,2025-09-28,2025-11-21,Partially Delivered,Partially Received,81,32,0,0,EA,43.62,43.62,32,INV-202508-004556,2025-11-23,2026-01-22,2026-02-05,Paid,2025-11-23,,,,,N,,32,15,ISO9001|COC|ROHS,ISO9001,2023-11-03,2024-08-29,Expired,60,Taylor Brooks,EDI
2025-09,PO-2025-004557,PO-2025-004557-L01,SHP-202509-004557,SUP-012,Blueforge Works,Strategic,Fasteners,Nuts,Vietnam,Southeast Asia,VND,SKU-FST-615,2025-09-15,2025-10-12,2025-10-05,2025-10-03,Delivered,Fully Received,12,12,0,0,EA,108382.67,108382.67,12,INV-202509-004557,2025-10-06,2025-11-20,2025-12-06,Paid,2025-10-05,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-09,PO-2025-004557,PO-2025-004557-L02,SHP-202509-004557,SUP-012,Blueforge Works,Strategic,Office Consumables,Printer Supplies,Vietnam,Southeast Asia,VND,SKU-OFF-628,2025-09-15,2025-10-12,2025-10-05,2025-10-03,Delivered,Fully Received,68,68,0,0,BOX,135251.60,151481.79,70,INV-202509-004557,2025-10-06,2025-11-20,2025-12-06,Paid,2025-10-06,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-09,PO-2025-004557,PO-2025-004557-L03,SHP-202509-004557,SUP-012,Blueforge Works,Strategic,Office Consumables,Stationery,Vietnam,Southeast Asia,VND,SKU-OFF-641,2025-09-15,2025-10-12,2025-10-05,2025-10-03,Delivered,Fully Received,58,58,0,0,PACK,146311.90,146311.90,58,INV-202509-004557,2025-10-06,2025-11-20,2025-12-06,Paid,2025-10-04,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-09,PO-2025-004557,PO-2025-004557-L04,SHP-202509-004557,SUP-012,Blueforge Works,Strategic,Office Consumables,Printer Supplies,Vietnam,Southeast Asia,VND,SKU-OFF-654,2025-09-15,2025-10-12,2025-10-05,2025-10-03,Delivered,Fully Received,264,264,0,0,BOX,152322.42,152322.42,264,INV-202509-004557,2025-10-06,2025-11-20,2025-12-06,Paid,2025-10-05,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-10,PO-2025-004558,PO-2025-004558-L01,SHP-202510-004558,SUP-041,Greenward Manufacturing,Standard,Hydraulics,Valves,United Kingdom,Western Europe,GBP,SKU-HYD-777,2025-10-13,2025-11-07,2025-10-31,2025-11-18,Delivered,Fully Received,18,18,0,0,EA,36.53,36.53,18,INV-202510-004558,2025-11-22,2026-01-21,,Overdue,2025-11-21,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-10,PO-2025-004558,PO-2025-004558-L02,SHP-202510-004558,SUP-041,Greenward Manufacturing,Standard,Safety Equipment,Gloves,United Kingdom,Western Europe,GBP,SKU-SFT-790,2025-10-13,2025-11-07,2025-10-31,2025-11-18,Delivered,Fully Received,60,60,0,0,PAIR,12.83,12.83,60,INV-202510-004558,2025-11-22,2026-01-21,,Overdue,2025-11-19,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-10,PO-2025-004558,PO-2025-004558-L03,SHP-202510-004558,SUP-041,Greenward Manufacturing,Standard,Electrical,Connectors,United Kingdom,Western Europe,GBP,SKU-ELE-803,2025-10-13,2025-11-07,2025-10-31,2025-11-18,Delivered,Fully Received,24,24,0,0,EA,11.55,11.55,24,INV-202510-004558,2025-11-22,2026-01-21,,Overdue,2025-11-20,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-10,PO-2025-004558,PO-2025-004558-L04,SHP-202510-004558,SUP-041,Greenward Manufacturing,Standard,MRO Supplies,Hand Tools,United Kingdom,Western Europe,GBP,SKU-MRO-816,2025-10-13,2025-11-07,2025-10-31,2025-11-18,Delivered,Fully Received,68,68,0,0,SET,15.65,15.65,68,INV-202510-004558,2025-11-22,2026-01-21,,Overdue,2025-11-21,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-11,PO-2025-004559,PO-2025-004559-L01,SHP-202511-004559,SUP-070,Lumina Systems,Watchlist,Industrial Chemicals,Lubricants,South Korea,East Asia,KRW,SKU-CHM-939,2025-11-23,2026-01-10,2025-12-25,2026-01-13,Delivered,Fully Received,1,1,0,0,L,45224.38,45224.38,1,INV-202511-004559,2026-01-18,2026-04-18,,Pending,2026-01-14,DOCUMENTATION,2026-01-14T12:00:00Z,2026-01-16T17:00:00Z,2026-01-20T03:00:00Z,Y,Late production release,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
2025-11,PO-2025-004559,PO-2025-004559-L02,SHP-202511-004559,SUP-070,Lumina Systems,Watchlist,MRO Supplies,Filters,South Korea,East Asia,KRW,SKU-MRO-952,2025-11-23,2026-01-10,2025-12-25,2026-01-13,Delivered,Fully Received,49,49,0,0,EA,20222.61,20222.61,49,INV-202511-004559,2026-01-18,2026-04-18,,Pending,2026-01-15,,,,,Y,Late production release,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
2025-11,PO-2025-004559,PO-2025-004559-L03,SHP-202511-004559,SUP-070,Lumina Systems,Watchlist,Electrical,Connectors,South Korea,East Asia,KRW,SKU-ELE-965,2025-11-23,2026-01-10,2025-12-25,2026-01-13,Delivered,Fully Received,138,138,11,0,EA,17158.96,17158.96,138,INV-202511-004559,2026-01-18,2026-04-18,,Pending,2026-01-16,CONTAMINATION,2026-01-16T14:00:00Z,2026-01-20T05:00:00Z,,Y,Late production release,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
